InNum,CallDateTime,Address,AptLot,geox,geoy,ExtNatureDisplayName,Report,PolArea,DOW,Hour,Agency
2026110202,4/25/2026 10:43:18 AM,4083 N THOMPSON RD,          ,1712426.63,1150512.5,Medical Response,26001377.0,104 ,Saturday,10,BCFD
2026110147,4/25/2026 9:29:48 AM,3415 CLARK LN,          ,1701401.0,1140332.0,Unknown Problem,2605257.0,40  ,Saturday,9,CFD 
2026110115,4/25/2026 8:42:44 AM,602 APPALOOSA DR,          ,1706097.75,1072095.25,Alarm,2604250001.0,210N,Saturday,8,SBFD
2026110094,4/25/2026 7:51:36 AM,2218 PARKS EDGE PL,          ,1696119.88,1148145.0,Medical Response,2605256.0,30  ,Saturday,7,CFD 
2026110089,4/25/2026 7:41:19 AM,800 HOSPITAL DR,          ,1689091.13,1130184.25,Fire Alarm,2605255.0,70E ,Saturday,7,CFD 
2026110076,4/25/2026 7:15:04 AM,S COLLEGE AVE/ROLLINS ST,          ,1691020.38,1131988.25,Motor Vehicle Collision,2605254.0,MUG2,Saturday,7,CFD 
2026110061,4/25/2026 5:53:39 AM,2120-101 CHERRY HILL DR,          ,1669481.88,1128177.75,Medical Response,2605253.0,50  ,Saturday,5,CFD 
2026110038,4/25/2026 3:33:38 AM,109-14 N KEENE ST,          ,1699908.5,1135855.13,Medical Response,2605251.0,80  ,Saturday,3,CFD 
2026110033,4/25/2026 3:17:51 AM,2404 BEACHVIEW DR,          ,1675924.63,1132386.0,Alarm,2605250.0,50  ,Saturday,3,CFD 
2026109995,4/25/2026 2:09:00 AM,3700-200 LENOIR ST,          ,1699963.5,1119874.25,Medical Response,2605249.0,80  ,Saturday,2,CFD 
2026109979,4/25/2026 1:41:55 AM,3700-200 LENOIR ST,          ,1699963.5,1119874.25,Medical Response,2605248.0,80  ,Saturday,1,CFD 
2026109972,4/25/2026 1:38:17 AM,32 ALBANY DR,          ,1700674.75,1134602.63,Medical Response,2605247.0,80  ,Saturday,1,CFD 
2026109937,4/25/2026 1:00:49 AM,107-33 W BROADWAY,          ,1686032.25,1135795.38,Medical Response,2605246.0,50  ,Saturday,1,CFD 
2026109887,4/24/2026 11:59:42 PM,N HWY 63 NB/E HWY 124,          ,1688573.0,1196684.63,Motor Vehicle Collision,26001376.0,101 ,Friday,23,BCFD
2026109877,4/24/2026 11:48:46 PM,1612 N PROVIDENCE RD,          ,1688133.75,1142247.63,Medical Response,2605245.0,10  ,Friday,23,CFD 
2026109840,4/24/2026 11:18:11 PM,808 RICHMOND AVE,          ,1688525.88,1131739.13,Fire Alarm,2605244.0,MUG1,Friday,23,CFD 
2026109836,4/24/2026 11:15:44 PM,9800 E VAN COURT RD,          ,1730078.38,1182034.13,Medical Response,26001375.0,105 ,Friday,23,BCFD
2026109817,4/24/2026 10:57:01 PM,1220 I70 E,          ,1663778.88,1142509.88,Vehicle Collision,26001374.0,111 ,Friday,22,BCFD
2026109787,4/24/2026 10:23:30 PM,S HWY 63 SB/E CLAYSVILLE RD,          ,1715505.38,1033585.94,Motor Vehicle Collision,2604240003.0,108 ,Friday,22,SBFD
2026109784,4/24/2026 10:23:19 PM,S HWY 63 SB/E CLAYSVILLE RD,          ,1715505.38,1033585.94,Motor Vehicle Collision,2604240002.0,108 ,Friday,22,SBFD
2026109774,4/24/2026 10:17:33 PM,6319 BROOKE DR,          ,1715293.25,1199358.38,Citizen Assist/Service Call,26001373.0,180 ,Friday,22,BCFD
2026109760,4/24/2026 10:01:43 PM,2231 BLUFF BLVD,          ,1696004.63,1131445.13,Smoke Alarm,2605242.0,80  ,Friday,22,CFD 
2026109727,4/24/2026 9:30:09 PM,4503 NATHANIEL DR,          ,1695383.88,1152063.25,Medical Response,2605241.0,30  ,Friday,21,CFD 
2026109721,4/24/2026 9:27:40 PM,1519 PARIS RD,          ,1692564.13,1138401.63,Medical Response,2605240.0,70  ,Friday,21,CFD 
2026109664,4/24/2026 8:30:48 PM,433 E CLEARVIEW DR,          ,1687428.88,1156561.75,Medical Response,26001372.0,110 ,Friday,20,BCFD
2026109661,4/24/2026 8:29:52 PM,2905 YUKON DR,          ,1693066.5,1145940.63,Medical Response,2605238.0,30  ,Friday,20,CFD 
2026109624,4/24/2026 7:45:24 PM,S HWY 63 SB/S SOUTH MOUNT PLEASANT RD,          ,1710321.13,1043028.81,Vehicle Collision,2604240001.0,108 ,Friday,19,SBFD
2026109600,4/24/2026 7:08:45 PM,1646-D TOWNE DR,          ,1696714.75,1141828.75,Medical Response,2605236.0,40  ,Friday,19,CFD 
2026109374,4/24/2026 3:45:43 PM,3304 CLARK LN,          ,1700581.88,1139620.38,Vehicle Fire,2605234.0,40  ,Friday,15,CFD 
2026109362,4/24/2026 3:38:53 PM,1509 ASHLEY ST,          ,1692571.25,1141263.88,Medical Response,2605232.0,30  ,Friday,15,CFD 
2026109312,4/24/2026 2:51:20 PM,809 DONNELLY AVE,          ,1683153.38,1138872.25,Medical Response,2605231.0,20  ,Friday,14,CFD 
2026109291,4/24/2026 2:31:32 PM,2203-3 OAKWOOD DR,          ,1695469.88,1131361.13,Vehicle Collision,2605230.0,80  ,Friday,14,CFD 
2026109257,4/24/2026 2:00:18 PM,N HWY 763/INTERNATIONAL DR,          ,1690653.5,1155301.38,Medical Response,26001371.0,110 ,Friday,14,BCFD
2026109253,4/24/2026 1:55:06 PM,1412-130 FORUM BLVD,          ,1680219.38,1129529.75,Medical Response,2605228.0,50  ,Friday,13,CFD 
2026109212,4/24/2026 1:06:03 PM,ST CHARLES RD/ALBANY DR,          ,1700374.75,1134420.88,Vehicle Collision with Injuries,2605226.0,80  ,Friday,13,CFD 
2026109204,4/24/2026 12:58:29 PM,2120 E BUSINESS LOOP 70,          ,1695734.75,1139610.75,Medical Response,2605225.0,40  ,Friday,12,CFD 
2026109164,4/24/2026 12:07:47 PM,2012-K7 W ASH ST,          ,1677134.38,1136828.5,Medical Response,2605223.0,50  ,Friday,12,CFD 
2026109135,4/24/2026 11:28:57 AM,4013 E GREEN MEADOWS RD,          ,1689897.5,1118484.63,Smoke Alarm,2605222.0,60  ,Friday,11,CFD 
2026109120,4/24/2026 11:14:14 AM,5700-211 FREEDOM DR,          ,1711301.5,1138856.38,Unknown Problem,2605221.0,40  ,Friday,11,CFD 
2026109066,4/24/2026 10:20:42 AM,1990 W SOUTHAMPTON DR,          ,1677278.88,1117167.13,Smoke Alarm,2605220.0,60  ,Friday,10,CFD 
2026109052,4/24/2026 10:02:01 AM,2009 BEAR CREEK DR,          ,1685491.5,1143495.88,Motor Vehicle Collision,2605219.0,10  ,Friday,10,CFD 
2026109049,4/24/2026 9:57:27 AM,301-626 TIGER LN,          ,1677563.25,1138078.5,Medical Response,2605218.0,10  ,Friday,9,CFD 
2026109038,4/24/2026 9:50:33 AM,3660 ST CHARLES RD,          ,1702144.75,1134264.75,Vehicle Collision,2605217.0,80  ,Friday,9,CFD 
2026109017,4/24/2026 9:36:33 AM,701 BLUE RIDGE RD,          ,1689108.5,1147101.25,Gas Leak/Gas Odor,2605216.0,10  ,Friday,9,CFD 
2026108923,4/24/2026 7:31:12 AM,2799 N GARTH AVE,          ,1685846.5,1145876.88,Medical Response,2605215.0,10  ,Friday,7,CFD 
2026108914,4/24/2026 7:15:10 AM,1509 ASHLEY ST,          ,1692571.25,1141263.88,Medical Response,2605214.0,30  ,Friday,7,CFD 
2026108906,4/24/2026 7:10:15 AM,CLARK LN/HANOVER BLVD,          ,1702571.75,1139936.13,Motor Vehicle Collision,2605213.0,40  ,Friday,7,CFD 
2026108902,4/24/2026 6:43:58 AM,6020 W TAMARACK DR,          ,1661461.0,1129150.63,Medical Response,26001370.0,111 ,Friday,6,BCFD
2026108863,4/24/2026 4:06:58 AM,400 N PROVIDENCE RD,          ,1687744.38,1137126.88,Medical Response,2605212.0,20  ,Friday,4,CFD 
2026108847,4/24/2026 3:25:53 AM,E STADIUM BLVD OFFR NB/E STADIUM BLVD ONR NB,          ,1699126.25,1128389.88,Motor Vehicle Collision,2605211.0,80  ,Friday,3,CFD 
2026108843,4/24/2026 3:18:58 AM,3 HOSPITAL DR,          ,1688979.13,1130554.38,Fire Alarm,2605210.0,MUG1,Friday,3,CFD 
2026108818,4/24/2026 2:27:08 AM,2513 LIMERICK LN,          ,1677060.75,1126090.0,Medical Response,2605208.0,50  ,Friday,2,CFD 
2026108809,4/24/2026 2:13:39 AM,110 W RTE F,          ,1687045.88,1240076.75,Medical Response,26001369.0,101 ,Friday,2,BCFD
2026108766,4/24/2026 12:36:32 AM,909 AGAIN ST,          ,1682556.25,1137932.88,Electrical Hazard,2605207.0,20  ,Friday,0,CFD 
2026108733,4/23/2026 11:34:54 PM,2401-805 W BROADWAY,          ,1675970.0,1136994.88,Citizen Assist/Service Call,2605205.0,50  ,Thursday,23,CFD 
2026108692,4/23/2026 10:16:05 PM,901 N GARTH AVE,          ,1686226.13,1138969.13,Medical Response,2605204.0,20  ,Thursday,22,CFD 
2026108666,4/23/2026 9:43:23 PM,6801-BLK N HWY VV,          ,1686449.75,1163688.5,Motor Vehicle Collision,26001367.0,110 ,Thursday,21,BCFD
2026108638,4/23/2026 9:03:17 PM,210 N HENRY CLAY BLVD,          ,1710205.38,1071620.0,Medical Response,2604230003.0,210N,Thursday,21,SBFD
2026108622,4/23/2026 8:39:52 PM,14701 N SUNNYSLOPE,          ,1715215.13,1197969.25,Medical Response,26001366.0,102 ,Thursday,20,BCFD
2026108588,4/23/2026 7:55:03 PM,1802-BLK PARIS RD,          ,1694161.75,1140087.25,Motor Vehicle Collision,2605203.0,40  ,Thursday,19,CFD 
2026108581,4/23/2026 7:45:13 PM,3700-304 LENOIR ST,          ,1699950.25,1119829.0,Medical Response,2605202.0,80  ,Thursday,19,CFD 
2026108562,4/23/2026 7:24:56 PM,733-A DEMARET DR,          ,1714123.38,1138905.5,Medical Response,26001365.0,105 ,Thursday,19,BCFD
2026108548,4/23/2026 7:11:06 PM,922 E BUSINESS LOOP 70,          ,1690060.38,1139851.0,Medical Response,2605201.0,20  ,Thursday,19,CFD 
2026108545,4/23/2026 7:07:33 PM,900-115 W NIFONG BLVD,          ,1682210.13,1119385.25,Alarm,2605200.0,60  ,Thursday,19,CFD 
2026108535,4/23/2026 6:51:46 PM,1612 N PROVIDENCE RD,          ,1688133.75,1142247.63,Medical Response,2605199.0,10  ,Thursday,18,CFD 
2026108494,4/23/2026 6:07:21 PM,1612-166 N PROVIDENCE RD,          ,1688133.75,1142247.63,Medical Response,2605198.0,10  ,Thursday,18,CFD 
2026108485,4/23/2026 5:53:43 PM,115 WESLEY AVE,          ,1718662.38,1196411.25,Medical Response,26001364.0,180 ,Thursday,17,BCFD
2026108475,4/23/2026 5:47:18 PM,916 E BROADWAY,          ,1689664.75,1135314.75,Unknown Problem,2605197.0,70D ,Thursday,17,CFD 
2026108473,4/23/2026 5:46:35 PM,I70 W/N RTE J,          ,1641656.38,1143414.88,Vehicle Collision,26001363.0,103 ,Thursday,17,BCFD
2026108425,4/23/2026 4:49:26 PM,2111 WHISPERING MEADOWS CT,          ,1706727.38,1143182.13,Carbon Monoxide Alarm,2605194.0,40  ,Thursday,16,CFD 
2026108415,4/23/2026 4:41:27 PM,4916-19 BROWN STATION RD,          ,1701897.13,1153628.0,Medical Response,2605193.0,30  ,Thursday,16,CFD 
2026108414,4/23/2026 4:41:18 PM,2100 BATTLE AVE,          ,1718093.25,1142425.88,Medical Response,2605192.0,40  ,Thursday,16,CFD 
2026108401,4/23/2026 4:27:30 PM,1408 W BUSINESS LOOP 70,          ,1680264.63,1140632.25,Medical Response,2605191.0,10  ,Thursday,16,CFD 
2026108386,4/23/2026 4:08:13 PM,2203-C CLARK LN,          ,1695857.5,1140916.25,Medical Response,2605190.0,40  ,Thursday,16,CFD 
2026108374,4/23/2026 3:57:27 PM,1201-314 PAQUIN ST,          ,1690631.38,1134066.0,Medical Response,2605189.0,70  ,Thursday,15,CFD 
2026108350,4/23/2026 3:38:58 PM,246 S FIFTH ST,          ,1688220.63,1134412.88,Vehicle Fire,,70D ,Thursday,15,CFD 
2026108340,4/23/2026 3:25:14 PM,S PROVIDENCE RD/E STEWART RD,          ,1687491.0,1133389.38,Motor Vehicle Collision,2605188.0,50  ,Thursday,15,CFD 
2026108326,4/23/2026 3:10:04 PM,210 DEER TRAIL ST,          ,1719628.25,1196800.38,Medical Response,26001361.0,180 ,Thursday,15,BCFD
2026108321,4/23/2026 3:03:27 PM,1614 COUNTRY SIDE LN,          ,1697301.75,1141817.88,Alarm,2605187.0,40  ,Thursday,15,CFD 
2026108308,4/23/2026 2:59:04 PM,3990 E SONORA CT,          ,1703305.88,1127656.75,Medical Response,26001360.0,113 ,Thursday,14,BCFD
2026108306,4/23/2026 2:56:21 PM,S OLD 63/E BROADWAY,          ,1694326.5,1134594.13,Motor Vehicle Collision,2605186.0,80  ,Thursday,14,CFD 
2026108288,4/23/2026 2:42:23 PM,1034 SHORE ACRES LOOP,          ,1708237.88,1130338.25,Medical Response,2605183.0,80  ,Thursday,14,CFD 
2026108278,4/23/2026 2:25:34 PM,E ASH ST/N EIGHTH ST,          ,1689192.5,1136146.13,Medical Response,2605182.0,70D ,Thursday,14,CFD 
2026108267,4/23/2026 2:07:48 PM,1100 S PROVIDENCE RD,          ,1687879.0,1129693.75,Stand By,2605181.0,MUG1,Thursday,14,CFD 
2026108258,4/23/2026 1:55:10 PM,107 E SEXTON RD,          ,1687058.5,1138455.13,Alarm,2605180.0,20  ,Thursday,13,CFD 
2026108253,4/23/2026 1:49:07 PM,909 S FAIRVIEW RD,          ,1674040.75,1132774.63,Medical Response,2605179.0,50  ,Thursday,13,CFD 
2026108237,4/23/2026 1:35:29 PM,4100 COPPERSTONE CREEK DR,          ,1669419.13,1118402.13,Smoke Alarm,2605178.0,60  ,Thursday,13,CFD 
2026108231,4/23/2026 1:27:45 PM,608 CHERRY ST,          ,1688659.63,1134955.0,Alarm,2605177.0,70D ,Thursday,13,CFD 
2026108229,4/23/2026 1:27:24 PM,222 ELIZABETH ST,          ,1720759.13,1196418.0,Medical Response,26001359.0,180 ,Thursday,13,BCFD
2026108208,4/23/2026 1:06:50 PM,110-2 N TENTH ST,          ,1689819.63,1135898.13,Unknown Problem,2605175.0,70D ,Thursday,13,CFD 
2026108206,4/23/2026 1:05:46 PM,1504 RICHARDSON ST,          ,1692166.75,1136580.63,Smoke Alarm,2605176.0,70  ,Thursday,13,CFD 
2026108205,4/23/2026 1:05:26 PM,415-3 CONLEY RD,          ,1698262.5,1136622.75,Stand By,2605174.0,80  ,Thursday,13,CFD 
2026108195,4/23/2026 12:55:10 PM,2121 W SYCAMORE HILLS RD,          ,1677822.0,1160267.5,Medical Response,26001358.0,110 ,Thursday,12,BCFD
2026108105,4/23/2026 11:09:40 AM,2405 GRAND BANKS DR,          ,1694437.75,1144292.13,Medical Response,2605173.0,30  ,Thursday,11,CFD 
2026108063,4/23/2026 10:36:09 AM,4316 W BROOKVIEW TER,          ,1668323.13,1124459.5,Medical Response,26001357.0,111 ,Thursday,10,BCFD
2026108061,4/23/2026 10:34:36 AM,704 DEMARET DR,          ,1715174.13,1139402.25,Medical Response,26001356.0,105 ,Thursday,10,BCFD
2026108047,4/23/2026 10:22:41 AM,311 N KEENE ST,          ,1699669.63,1136982.38,Medical Response,2605172.0,80  ,Thursday,10,CFD 
2026108004,4/23/2026 9:38:09 AM,6100 E ZUMWALT RD,          ,1711272.88,1049461.88,Medical Response,2604230002.0,108 ,Thursday,9,SBFD
2026107979,4/23/2026 9:17:05 AM,6704 E HWY HH,          ,1716142.5,1166159.38,Motor Vehicle Collision,26001355.0,105 ,Thursday,9,BCFD
2026107887,4/23/2026 7:55:10 AM,N PROVIDENCE RD/VANDIVER DR,          ,1687703.0,1142786.5,Vehicle Collision,2605170.0,10  ,Thursday,7,CFD 
2026107791,4/23/2026 6:18:55 AM,200 N KEENE ST,          ,1700256.13,1136037.5,Fire Alarm,2605169.0,80  ,Thursday,6,CFD 
2026107788,4/23/2026 6:09:36 AM,108 E BURKS ST,          ,1702370.13,1237121.38,Medical Response,26001354.0,160 ,Thursday,6,BCFD
2026107787,4/23/2026 6:08:16 AM,600 S HENRY CLAY BLVD,          ,1708440.25,1068841.38,Fire Alarm,2604230001.0,210S,Thursday,6,SBFD
2026107783,4/23/2026 6:05:33 AM,4601 MANHASSET DR,          ,1667758.75,1133759.25,Medical Response,2605167.0,50  ,Thursday,6,CFD 
2026107782,4/23/2026 6:05:15 AM,200 PORTLAND ST,          ,1700764.38,1136052.38,Fire Alarm,2605168.0,80  ,Thursday,6,CFD 
2026107776,4/23/2026 5:28:35 AM,1408-N207 W BUSINESS LOOP 70,          ,1680393.25,1140588.88,Medical Response,2605166.0,10  ,Thursday,5,CFD 
2026107773,4/23/2026 5:11:32 AM,5312 GODAS CIR,          ,1709509.88,1140815.5,Medical Response,2605165.0,40  ,Thursday,5,CFD 
2026107768,4/23/2026 4:57:09 AM,1708 OAK CLIFF PL,          ,1672229.38,1129033.13,Medical Response,2605164.0,50  ,Thursday,4,CFD 
2026107758,4/23/2026 4:15:38 AM,404 HICKMAN AVE,          ,1688004.0,1137716.13,Medical Response,2605163.0,20  ,Thursday,4,CFD 
2026107744,4/23/2026 3:22:13 AM,1509 ASHLEY ST,          ,1692571.25,1141263.88,Medical Response,2605161.0,30  ,Thursday,3,CFD 
2026107733,4/23/2026 2:41:41 AM,4160-310 BETHEL ST,          ,1685184.75,1118843.75,Medical Response,2605160.0,60  ,Thursday,2,CFD 
2026107716,4/23/2026 2:01:54 AM,1800-202 E PRATHERSVILLE RD,          ,1693926.25,1157360.88,Medical Response,26001353.0,104 ,Thursday,2,BCFD
2026107710,4/23/2026 1:53:06 AM,1807 KATY LN,          ,1678133.0,1125929.0,Medical Response,2605159.0,50  ,Thursday,1,CFD 
2026107708,4/23/2026 1:51:28 AM,112 S PROVIDENCE RD,          ,1687673.13,1134834.38,Medical Response,2605158.0,50  ,Thursday,1,CFD 
2026107684,4/23/2026 12:47:23 AM,1410-C ANTHONY ST,          ,1691900.38,1133974.5,Medical Response,2605157.0,70  ,Thursday,0,CFD 
2026107660,4/23/2026 12:02:47 AM,16 N NINTH ST,          ,1689524.25,1135604.88,Medical Response,2605156.0,70D ,Thursday,0,CFD 
2026107644,4/22/2026 11:29:31 PM,113 CHURCH ST,          ,1707734.13,1070592.5,Medical Response,2604220006.0,210S,Wednesday,23,SBFD
2026107639,4/22/2026 11:22:59 PM,2718 RUTHERFORD DR,          ,1698077.13,1114059.63,Alarm,2605155.0,80  ,Wednesday,23,CFD 
2026107589,4/22/2026 10:12:05 PM,314 PENDLETON WALKWAY,          ,1687006.38,1136958.0,Medical Response,2605154.0,20  ,Wednesday,22,CFD 
2026107487,4/22/2026 8:02:41 PM,18901 N TUCKER SCHOOL RD,          ,1698757.63,1218180.75,Medical Response,26001352.0,109 ,Wednesday,20,BCFD
2026107437,4/22/2026 7:08:47 PM,1416 BODIE DR,          ,1692280.38,1155177.63,Medical Response,2605152.0,30  ,Wednesday,19,CFD 
2026107425,4/22/2026 7:02:00 PM,2901-C MEXICO GRAVEL RD,          ,1699013.63,1145202.25,Medical Response,2605151.0,40  ,Wednesday,19,CFD 
2026107407,4/22/2026 6:46:19 PM,2333-136 CHAPEL HILL RD,          ,1676233.75,1128723.63,Medical Response,2605149.0,50  ,Wednesday,18,CFD 
2026107394,4/22/2026 6:31:50 PM,105 W ASH ST,          ,1685994.0,1136416.63,Fire Alarm,2605148.0,50  ,Wednesday,18,CFD 
2026107389,4/22/2026 6:22:38 PM,2112-213 E BUSINESS LOOP 70,          ,1695527.38,1139534.38,Medical Response,2605147.0,40  ,Wednesday,18,CFD 
2026107383,4/22/2026 6:15:04 PM,5013 GEYSER BLVD,          ,1708504.38,1143747.25,Medical Response,2605146.0,40  ,Wednesday,18,CFD 
2026107358,4/22/2026 5:40:16 PM,4230 PHILIPS FARM RD,          ,1700184.38,1117409.0,Unknown Problem,2605144.0,MUG2,Wednesday,17,CFD 
2026107303,4/22/2026 4:52:02 PM,1906 WAVERLY CT,          ,1694336.13,1119821.13,Medical Response,2605143.0,60  ,Wednesday,16,CFD 
2026107291,4/22/2026 4:35:46 PM,503 W WORLEY ST,          ,1684431.75,1138349.63,Unknown Problem,2605142.0,20  ,Wednesday,16,CFD 
2026107264,4/22/2026 4:17:55 PM,111 PETERSON LN,          ,1708463.5,1065632.63,Medical Response,2604220005.0,210S,Wednesday,16,SBFD
2026107211,4/22/2026 3:35:58 PM,7700 S BENNETT DR,          ,1702000.75,1102545.88,Medical Response,26001350.0,107 ,Wednesday,15,BCFD
2026107193,4/22/2026 3:24:54 PM,8801 E NEW HAVEN RD,          ,1724535.63,1121263.5,Residential Structure Fire,26001349.0,114 ,Wednesday,15,BCFD
2026107183,4/22/2026 3:16:56 PM,609 N HENRY CLAY BLVD,          ,1710722.0,1074103.13,Electrical Hazard,2604220004.0,210N,Wednesday,15,SBFD
2026107156,4/22/2026 2:47:28 PM,701-411 BLUE RIDGE RD,          ,1689108.5,1147101.25,Medical Response,2605140.0,10  ,Wednesday,14,CFD 
2026107152,4/22/2026 2:44:59 PM,415-313 BAILEY DR,          ,1684340.63,1119086.63,Medical Response,2605139.0,60  ,Wednesday,14,CFD 
2026107151,4/22/2026 2:44:06 PM,415-3 CONLEY RD,          ,1698262.5,1136622.75,Unknown Problem,2605138.0,80  ,Wednesday,14,CFD 
2026107143,4/22/2026 2:34:10 PM,304 W BURKS ST,          ,1701387.25,1237226.63,Medical Response,26001348.0,160 ,Wednesday,14,BCFD
2026107142,4/22/2026 2:33:21 PM,500 W STEWART RD,          ,1684565.5,1133829.38,Citizen Assist/Service Call,2605137.0,50  ,Wednesday,14,CFD 
2026107115,4/22/2026 2:11:39 PM,3105 BLUFF CREEK DR,          ,1697282.88,1121997.0,Medical Response,2605136.0,80  ,Wednesday,14,CFD 
2026107112,4/22/2026 2:10:24 PM,1105 BOB O LINK DR,          ,1697211.0,1129711.25,Medical Response,2605135.0,80  ,Wednesday,14,CFD 
2026107106,4/22/2026 2:01:16 PM,700-620 N GARTH AVE,          ,1686390.5,1138358.25,Medical Response,2605134.0,20  ,Wednesday,14,CFD 
2026107099,4/22/2026 1:57:43 PM,1617 BLUE RIDGE RD,          ,1693345.0,1147520.88,Medical Response,2605133.0,30  ,Wednesday,13,CFD 
2026107080,4/22/2026 1:38:45 PM,600-XYZ E WALNUT ST,          ,1688611.0,1135728.88,Medical Response,2605132.0,70D ,Wednesday,13,CFD 
2026107033,4/22/2026 12:50:38 PM,1104 N PROVIDENCE RD,          ,1688345.5,1139686.63,Alarm,2605131.0,20  ,Wednesday,12,CFD 
2026107013,4/22/2026 12:28:56 PM,5505 S BETHEL CHURCH RD,          ,1684376.38,1112625.38,Medical Response,26001346.0,112 ,Wednesday,12,BCFD
2026106995,4/22/2026 12:18:02 PM,2121 W SYCAMORE HILLS RD,          ,1677822.0,1160267.5,Medical Response,26001345.0,110 ,Wednesday,12,BCFD
2026106973,4/22/2026 11:59:34 AM,1601-9A HANOVER BLVD,          ,1702212.38,1141340.75,Medical Response,2605130.0,40  ,Wednesday,11,CFD 
2026106945,4/22/2026 11:37:33 AM,5550 SINCLAIR RD,          ,1677057.25,1112999.5,Fire Alarm,2605129.0,60  ,Wednesday,11,CFD 
2026106895,4/22/2026 10:44:13 AM,733-A DEMARET DR,          ,1714123.38,1138905.5,Medical Response,26001344.0,105 ,Wednesday,10,BCFD
2026106893,4/22/2026 10:43:20 AM,709-4 LYON ST,          ,1688955.13,1136952.25,Medical Response,2605128.0,20  ,Wednesday,10,CFD 
2026106844,4/22/2026 9:49:17 AM,101 FOURTH AVE,          ,1686956.25,1138977.88,Medical Response,2605127.0,20  ,Wednesday,9,CFD 
2026106813,4/22/2026 9:29:04 AM,4900 N MONTGOMERY DR,          ,1686049.5,1154881.0,Medical Response,26001343.0,110 ,Wednesday,9,BCFD
2026106752,4/22/2026 8:46:56 AM,1 CHAMPIONS DR,          ,1687735.13,1128508.63,Fire Alarm,2605125.0,MUG1,Wednesday,8,CFD 
2026106724,4/22/2026 8:15:19 AM,9153 E ST CHARLES RD,          ,1726790.13,1144180.38,Medical Response,26001342.0,105 ,Wednesday,8,BCFD
2026106677,4/22/2026 7:14:52 AM,2300-10 PARKER ST,          ,1693875.88,1143836.63,Medical Response,2605123.0,30  ,Wednesday,7,CFD 
2026106651,4/22/2026 6:11:06 AM,1701-G102 E BROADWAY,          ,1693231.5,1135025.25,Medical Response,2605122.0,70  ,Wednesday,6,CFD 
2026106636,4/22/2026 5:46:11 AM,600 E WALNUT ST,          ,1688611.0,1135728.88,Medical Response,2605121.0,70D ,Wednesday,5,CFD 
2026106615,4/22/2026 4:53:17 AM,2904-13 RANGE LINE ST,          ,1690202.25,1146234.13,Medical Response,2605120.0,30  ,Wednesday,4,CFD 
2026106611,4/22/2026 4:46:46 AM,500 EAGLE LAKE DR,          ,1709654.13,1065614.63,Medical Response,2604220001.0,210S,Wednesday,4,SBFD
2026106534,4/22/2026 12:44:44 AM,N COLLEGE AVE/E BROADWAY,          ,1691065.0,1135359.5,Medical Response,2605118.0,70  ,Wednesday,0,CFD 
2026106520,4/22/2026 12:14:25 AM,301-626 TIGER LN,          ,1677563.25,1138078.5,Medical Response,2605117.0,10  ,Wednesday,0,CFD 
2026106500,4/21/2026 11:48:46 PM,1612-120 N PROVIDENCE RD,          ,1688133.75,1142247.63,Medical Response,2605116.0,10  ,Tuesday,23,CFD 
2026106491,4/21/2026 11:38:41 PM,2712 POPPY WAY,          ,1674991.75,1145933.75,Medical Response,2605115.0,10  ,Tuesday,23,CFD 
2026106472,4/21/2026 10:48:07 PM,216-A UNITY DR,          ,1685309.63,1137128.5,Medical Response,2605114.0,20  ,Tuesday,22,CFD 
2026106468,4/21/2026 10:46:11 PM,403 E NIFONG BLVD,          ,1687700.75,1120454.0,Medical Response,2605113.0,60  ,Tuesday,22,CFD 
2026106459,4/21/2026 10:26:41 PM,204 COLUMBIA ST,          ,1621816.38,1145607.88,Medical Response,26001340.0,190 ,Tuesday,22,BCFD
2026106437,4/21/2026 9:59:16 PM,1407-A ASHLAND RD,          ,1692911.88,1127850.25,Medical Response,2605112.0,80  ,Tuesday,21,CFD 
2026106402,4/21/2026 8:58:25 PM,4900 N MONTGOMERY DR,          ,1686049.5,1154881.0,Medical Response,26001339.0,110 ,Tuesday,20,BCFD
2026106369,4/21/2026 8:09:05 PM,4823-A E SCHOONER RD,          ,1705793.0,1112688.38,Medical Response,26001338.0,113 ,Tuesday,20,BCFD
2026106364,4/21/2026 8:06:24 PM,7000-BLK N BUCKINGHAM SQ,          ,1703652.13,1163261.25,Citizen Assist/Service Call,2605111.0,30  ,Tuesday,20,CFD 
2026106347,4/21/2026 7:45:58 PM,904 NORMAN DR,          ,1689456.63,1124399.63,Medical Response,2605110.0,60  ,Tuesday,19,CFD 
2026106345,4/21/2026 7:44:46 PM,2501 VANDIVER DR,          ,1697384.38,1143496.0,Medical Response,2605109.0,40  ,Tuesday,19,CFD 
2026106341,4/21/2026 7:41:18 PM,1506-A GARY ST,          ,1679891.13,1136469.25,Medical Response,2605108.0,50  ,Tuesday,19,CFD 
2026106313,4/21/2026 7:14:55 PM,1800 MUIRFIELD DR,          ,1678257.13,1116171.5,Residential Structure Fire,2605107.0,60  ,Tuesday,19,CFD 
2026106312,4/21/2026 7:13:38 PM,602 N ANN ST,          ,1693324.75,1137671.25,Medical Response,2605106.0,70  ,Tuesday,19,CFD 
2026106310,4/21/2026 7:09:17 PM,3216-214 CLARK LN,          ,1700413.63,1139453.5,Medical Response,2605105.0,40  ,Tuesday,19,CFD 
